Thread ID,Text
1931502280,"You paying reception or on Airbnb? Airbnb.co.za/cocooncpt Dear Sehal, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Cash Extend my stay for one day There are lots of lovely airbnb's in cpt try this... You guys need to reply or else, i will book another place. Do you want to extend in 403? ??? To the studio I literally on my way 3 pm How much extra will you charge Yes I know you can get it done Please extend it for a day Happy? Have some mercy on me 1 sec Extend check out time Which room are you in? I will pay reception direct I can’t check out Hi Sehal, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 At the w Dear Sehal, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 13, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 13, 2024 from 15h00. Check-out: Sep 14, 2024 by 10h00. Wi-Fi details: 315 Password: Barracks112023 Safe travels, Johan. 315 is booked. You can have 318, unfortunately no pics... But they all look the same... That's not possible. 403 Please read 318, you're confirmed for room 318. Many Thanks, Johan. Till? ?? Password the same.... Today maybe in an hour or two R850 for the extra day....checkout at 11h00.. Johan 11 It’s a special request 👍🏻 Okay, please pay R500 at reception when you checkout...There is no client checking in for 0403... Okay extended, subject ot payment. We have a check in at 3pm...youbneed to be out at 11am Please Okay But i want to stay with Johan Please find another place, we can't operate with your disregard for house rules and check-in/out times... Thank you Johan. What are the extra charges Johan Hi, are you in 403? I literally entered the house"
1931580059,"Hi I just want to spend a night thanks Dear Courage, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Dear Courage, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 13, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 13, 2024 from 15h00. Check-out: Sep 14, 2024 by 10h00. Wi-Fi details: 321 Password: Barracks112023 Safe travels, Johan. Ok thanks Please what is the name of the apartment? Unit 321, reception will assist you... And provide you with the key... Ok thanks Hi Courage, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 The Barracks, 50 Bree Street"
1931640341,"Hi Johan , thank you for letting me know we will be out by 10 today 😊 Dear Kauthar, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Unfortunately 309 is booked, but 308 is available... Same decor & layout... Hi Kauthar, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 SSID: 308 Password: Barracks112023 Hi Johan , I will be traveling for lesuire with my husband and we love how cute and cosy the place is Dear Kauthar, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 13, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 13, 2024 from 15h00. Check-out: Sep 15, 2024 by 10h00. Wi-Fi details: 309 Password: Barracks112023 Safe travels, Johan. Hi there , can you please give me the reference number That’s perfect , do I need to rebook it ? Or how would it work ? My gmail is full and I wasn’t able to receive the email Thank you Is the wifi password the same ? Okay thank you 😊 , once I get to reception do I just let them know I am in room 308 ? Will they provide me with the key 1 sec... Okay 😊 No lll accept and advise reception that you're in 308..."
1931685866,"Check-in is unfortunately closed. No worries Hi, last minute change. Would be great to stay here"
1931740362,"Dear Mikuso, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 14, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 14, 2024 from 15h00. Check-out: Sep 15, 2024 by 10h00. Wi-Fi details: 515 Password: Barracks112023 Safe travels, Johan. Hi there Johan, my mom and I are moving out of our apartment and we want to destress after a weeks of packing. Your place looked like the best place to do that. Thanks Can I process the R125 parking + R200 late checkout on the Airbnb app? I just paid the full amounts Ok thank you so much may you also add the parking and the extra fee to check out at 1pm tomorrow? Hey Johan thank you so much. I would like to know if I could extend the check out to 1pm and get a secure parking space? Good morning Johan I have requested to check out tomorrow instead. I hope that is fine with you? We have a few things to sort out before we can move into our new apartment, so an extra day at your apartment would be super beneficial. Please use the above link to settle for parking, etc. 👍🏻 https://www.airbnb.co.za/resolutions?locale=en&_set_bev_on_new_domain=1700744457_YWM1NTVhNzA5NDlj Sorry for the late reply Hi Mikuso, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Yes please Please ensure all payments go through by 10h00, else you will unfortunately have to check-out. Ok will do Dear Mikuso, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan."
1932049749,"Hi! We’re in the city for the night for a friend’s birthday and don’t want to drive back afterwards. Please could you send the parking options for this unit? Hi Cherize, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Cherize, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi. Can we please also book parking for the night? Dear Cherize, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 14, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 14, 2024 from 15h00. Check-out: Sep 15, 2024 by 10h00. Wi-Fi details: 307 Password: Barracks112023 Safe travels, Johan. Yes, would you prefer to prepay & drive-in or park first & pay at reception?"
1932105656,"ok Hi Zachary, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Zachary, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 14, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 14, 2024 from 15h00. Check-out: Sep 15, 2024 by 10h00. Wi-Fi details: 407 Password: Barracks112023 Safe travels, Johan. Dear Zachary, Parking can be arranged at reception at a rate of R 125 per night. There is alternative parking available a short walk away, download the Parket app to access. My friend and I are staying in the CBD for a weekend getaway. I like the proximity to the malls and beaches. Dear Zachary, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Just checking availability.... 50 Bree Street Ok, perfect stayeasy building? hi I read that there is paid parking on the premises. How much does it cost?"
1932344960,"I want to make payment for it how do It go about doing that Its available... Hi John, Is The spot still Available? Kind regards, WM I want to make payment for it how do It go about doing that"
1932360799,"Dear Naledi, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 14, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 14, 2024 from 15h00. Check-out: Sep 15, 2024 by 10h00. Wi-Fi details: 504 Password: Barracks112023 Safe travels, Johan. Hi Naledi, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Hi, hope you are well. I’d like to book for just a day because it’s my birthday and I’d like to enjoy it with my boyfriend. Thank you 🙏🏽 Dear Naledi, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Okay 👍🏻 Checking availability, 1 sec..."
1932409549,"Looking forward to our stay Hi Cornelius, unfortunately this property picked up the incorrect rate. The correct daily rate is R3600 p/d please contact us if you'd like to continue to book at the correct rate. Many Thanks, Johan. Good day Johan, I will look for something else. Thank you for your response."
1932648535,"Hi Johan! I'll be visiting Cape Town next week. Is there parking at this place? Regars Leigh Hi Leigh, there is secured covered parking at R125 pd..."
1932982984,"Hello am here for visiting Dear Rasaq, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 15, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 15, 2024 from 15h00. Check-out: Sep 16, 2024 by 10h00. Wi-Fi details: 407 Password: Barracks112023 Safe travels, Johan. Hi Rasaq, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Rasaq, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan."
1933000674,"hi Johan We would like To know if checkout at 12 would be possible We can do 11h00 free of charge... Chek in is not a problem would it be possible to check out at 12 the afternoon instead of 10 the morning Apologies, check-in is at 15h00..."
1933163497,"Hi sorry nevermind Hi Johan. I will be travelling to Cpt from 22-29th Sep. Could you kindly tell me if your apartment is available? Kind regards, Marlo Quite a few booking that week....we have other nice units not online... 1 sec..."
1933200677,"Dear Gareth, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 15, 2024 from 8:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 15, 2024 from 15h00. Check-out: Sep 16, 2024 by 10h00. Wi-Fi details: 514 Password: Barracks112023 Safe travels, Johan. ETA for check-in? Hi Gareth, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Thank you, noted Dear Gareth, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. I'm in, thanks! Hi Johan! I'll be visiting tonight"
1933450003,"Hello Johan! Hope you're doing great! I'm looking to build my co hosting experience. If you give me the opportunity I'd like to help you out by Co hosting your Airbnb. I'll take of everything from communicating with guests, managing calendar and to keeping your listing updated. So you can save time and enjoy the extra bookings. You can even try service free for 3 days! If this sounds good to you, Let's chat."
1933698673,"Hi Johan , I’m spending the night here with a friend 🙃"
1933704912,"How am I paying ? *It's Okay thank you Thank you Johan . Okay thank you Just did it ? Dear Onesimo, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 16, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 16, 2024 from 15h00. Check-out: Sep 17, 2024 by 10h00. Wi-Fi details: Access point '317' Password: Barracks112023 Safe travels, Johan. Hi Johan spending a night here with someone special t's available... I’d like to extend please book on airbnb Okay on it Do you see from your end ? Good day If possible Or it’s gonna charge my card automatically Please process payment by 11h30, else you will need to check out. Thanks Johan. Done... On my way now Hi Onesimo, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Onesimo, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan."
1933804133,"Dear Adriaan, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 16, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 16, 2024 from 15h00. Check-out: Sep 17, 2024 by 10h00. Wi-Fi details: 514 Password: Barracks112023 Safe travels, Johan. Hi Adriaan, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Hi Johan I will be visiting. Just a overnight stay have an appointment on Wednesday morning. Only for myself. Thanks Adriaan Koning Dear Adriaan, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. 👍🏻 1 sec Dear Adriaan, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged for your convenience, we charge R100 per hour either way, subject to confirmation. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 17, 2024 from 15h00. Check-out: Sep 18, 2024 by 10h00. Wi-Fi details: 514, Barracks112023 Safe travels, Johan."
1934027494,"That's fine, thank you... Johan Hi Johan, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Johan, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 19, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 19, 2024 from 15h00. Check-out: Sep 20, 2024 by 10h00. Wi-Fi details: 514 Password: Barracks112023 Safe travels, Johan. Thank you, yes I know the area well Hi Johan! I'll be visiting . . . Im working in Cape Town on Thurs, will check in Thurs eve around 20h00. Will this be ok?"
1934068006,"Hi Johan, how are you? I will be arriving around 8:00 AM. Would it be possible to arrange an early check-in? I noticed you don’t have any reservations the day before. I would really appreciate it! I can request a payment once you request to book... Hi Johan, how could I make this extra payment? Hi Maria, currently there is no reservation for Saturday. Early check-ins and later departures can be arranged for your convenience, R100 per hour either way is charged, subject to confirmation. Pay via the airbnb app or bank transfer.. In the app, it only allows me to book the night before, but the price increases significantly. In reality, I just need to leave my bags in the room and will head out shortly after, so it’s not really for sleeping or working.. You can leave your bags at reception."
1934077108,"Hi Johan! We’ll be staying in CBD in between a road trip and your place seems idyllic for our travelling requirements. Dear Tayla, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged for your convenience, we charge R100 per hour either way, subject to confirmation. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 20, 2024 from 15h00. Check-out: Sep 21, 2024 by 10h00. Wi-Fi details: 319, Barracks112023 Safe travels, Johan. Hi Tayla, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Hello Johan. Hope you are well. I’m currently at reception and they’re unable to find the reservation. Can you please confirm which apartment as well as under whose name the booking was made - mine or yours? Thanks. Dear Tayla, You are scheduled for check-out at 11h00 today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged at your convenience, by calling reception +27 64 816 6715. R500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the Barracks. Your assistance is appreciated. Many Thanks, Johan. Dear Tayla, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 20, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 20, 2024 from 15h00. Check-out: Sep 21, 2024 by 10h00. Wi-Fi details: 319 Password: Barracks112023 Safe travels, Johan."
1934534848,"Dear Sungeni, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 21, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 21, 2024 from 15h00. Check-out: Sep 22, 2024 by 10h00. Wi-Fi details: 319 Password: Barracks112023 Safe travels, Johan. Thank you! Dear Sungeni, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception who will hand you your keys upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a secutiy deposit upon check-in for Airbnb guests. Early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. R500 is charged either way, subject to confirmation by the Barracks. Secure covered parking is available to be arranged at reception at R125 per night. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 21, 2024 from 15h00. Check-out: Sep 22, 2024 by 11h00. Wi-Fi details: 319, Barracks112023 Safe travels, Johan. Hi Sungeni, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Hi Johan I hope you're well this morning. Might you know where we can locate an iron in the building or flat? Hi Johan, my friend and I are travelling to Cape Town and would like to know whether your listing is available. Dear Sungeni, You are scheduled for check-out at 11h00 today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged at your convenience, by calling reception +27 64 816 6715. R500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the Barracks. Your assistance is appreciated. Many Thanks, Johan."
1934619357,"Let me do the booking meanwhile If people can we maybe get another remote control please It’s no longer working Okay Will do so . Dear Onesimo, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Onesimo, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Is the apartment still available? Can you please chat to reception? I’m guessing the battery died for the remote Okay thank you so much They will be cleaning the room, but I'll see what's possible... Dear Onesimo, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 17, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 17, 2024 from 15h00. Check-out: Sep 18, 2024 by 10h00. Wi-Fi details: Access point '317' Password: Barracks112023 Safe travels, Johan. Checking... Hi johan extending Thank you Can I still have the same room and an early check in if possible? Okay thank you Hello , how are you doing today? Okay.. Yes.... Did it come through? Possible*"
1934619939,"Hello! We are interested in this apartment for our stay in Cape Town and would like to know more about it. What is the security like in this building, and how is the noise level in the surrounding area? Also are there 2 double beds in this apartment? Thank you and best, Kim Hi Johan, thank you very much for all the info’s and also for the guide book. On which floor is the apartment located? Thanks! www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Hi Kim, it's 2x Queen size beds. There is 24/7 security and a reception for core hours. Without a tag no access to the elevators is possible. Noise levels vary from from weekdays to weekends and special days like first Thursday.... Hi, it's on the 5th floor.."
1934662544,"Okay let me the payment now You can check with reception if the room is ready.. Thanks Johan Hi Sphiwe, it seems we have a booking for 407, I can offer 507 which is similar... 840 https://www.airbnb.co.za/rooms/1228676934909732817?source_impression_id=p3_1726570432_P3WXSMlRob8UoaVu Good day Johan is there by any chance that I can go there now because I’ve been here at the airport 🙈 Hi Sphiwe, did you come right? You have to extend before 10h00 or make a new reservation. It’s fine thank you I’ll take it Alright Sent you the extention request... Hello sorry I was in a meeting what’s the new price ? Good morning Johan yes please I wish to extend I love my place 🙈 Hi Sphiwe, if you need more info about the area, restaurants or activities, please look at the guidebook link below. You're welcome to contact me at any time for any further questions. Safe travels, Johan. www.airbnb.com/s/guidebooks?refinement_paths%5B%5D=/guidebooks/5931309 Dear Sphiwe, Your Airbnb booking is confirmed. Upon arrival at 50 Bree Street, The Barracks, proceed to the TPF Reception on Sep 17, 2024 from 3:00 PM who will hand you your keys, upon identification. Should you want to extend your stay simply do it on Airbnb, subject to availability. The Barracks do not require a security deposit upon check-in for Airbnb guests. Secure covered parking can be arranged at reception at R125 per night or we can process your parking upfront via the AirBnB app. Early check-ins and later departures can be arranged at your convenience, R100 per hour is charged either way, subject to confirmation. Hairdryers, irons and items that require safe storage can be arranged with reception. Trip Summary: Check-in: Sep 17, 2024 from 15h00. Check-out: Sep 18, 2024 by 10h00. Wi-Fi details: 407 Password: Barracks112023 Safe travels, Johan. Dear Sphiwe, You are scheduled for check-out at 10:00 AM today. Should you want to extend your stay, please message me to check room availability. Later departures can be arranged for your convenience, we charge R100 per hour, subject to confirmation. Cleaning staff need to turn the apartment around for a potential 15h00 check-in later today. Your assistance is appreciated. Many Thanks, Johan. Hi Sphiwe, just checking availability... http://airbnb.co.za/h/cityview309 Hey Johan look forward to staying with you guys But you can stay in 407.... Okay just change 407 to 507 above... Please advise if you have with that? Book on here for the day..... Okay great thank you"
