Thread ID,Text
1937046958,"hijohan, i would love to stay in your rental for today they can’t find my booking 1 sec dear chukwuebuke, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, r100 per hour is charged either way, subject to confirmation. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 21, 2024 by 10h00. wi-fi details: 302 password: barracks112023 safe travels, johan. im at the reception dear chukwuebuke, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. hello johan hi johan, i did leave you a review, will appreciate if you can do same. thanks okay johan, checking out now okay cool..."
1937177943,"hi dylan, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 hi johan. the place was lovely, can’t think of anything you need to improve on. thank you. thanks so much, dylan!...when you have a moment would you mind giving us a review? i'll do the same 5-star for you, thanks! johan. will do and thank you good day dear dylan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. secure covered parking is available to be arranged at reception at r125 per night. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 22, 2024 from 15h00. check-out: sep 23, 2024 by 11h00. wi-fi details: 319, barracks112023 safe travels, johan. dear dylan, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear dylan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 22, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, r100 per hour is charged either way, subject to confirmation. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 22, 2024 from 15h00. check-out: sep 23, 2024 by 10h00. wi-fi details: 319 password: barracks112023 safe travels, johan. hi dylan, how was your stay at the barracks? any areas where we can improve? much appreciated, johan."
1937233408,"hello there , is this unit available so is this unit: hi, 1 sec.... it is.... http://airbnb.co.za/h/cityview402"
1937246539,"ok dann muss ich die unterkunft stornieren. das ist nicht so gut, weil ich erst eine wohnung storniert habe und ich dann schwieriger eine wohnung finde. kannst du sie nicht stornieren? grüße isolde i would like to provide you with the correct rate and will offer a discount on that if you cancel this reservation. my apologies we were still setting up the property online when your booking came through... johan hi isolde.... please cancel....if you can send a booking request again, i will provide you with a discount, then you can decide if you still want it....okay? hi isolde, your booking unfortunately picked up the incorrect rate, as the property was only added yesterday and unfortunately auto accept was switched on. i have to discuss this with the owner upon his return in october, which may result in a cancellation instruction from him. my apologies, but i'd rather that you know and be able to find another place at your convenience. thanks, johan. lieber wäre es mir wenn du die buchung stornierst, so steht es auch bei airbnb. i dont have that authority until the owner returns in oct... hi isolde, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 dear isolde, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on dec 4, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, r100 per hour is charged either way, subject to confirmation. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: dec 4, 2024 from 15h00. check-out: dec 9, 2024 by 10h00. wi-fi details: 501 password: barracks112023 safe travels, johan."
1937249551,taking this taking this the barracks has a strict no smoking policy with a cleaning fee of r500 and a fine of r500. please advise. johan go ahead... i just saw the review on my profile. i’m reporting this to airbnb
1937282990,"hi morris, we've checked out, the apartment keys are in the breadbin... thank you johan you just mentioned this issues now , i never said i expected you to stay there without tv factory reset worked...  username : 1310_5g password: 1310@rise should i factory reset the mi device? you cannot expect me to stay here without a working television... please come up with a solution. it's at 100 ie max.... i hear system sounds (clicks) but nothing else... please use both remotes to increase it hi morris, we're in... thanks. wifi details? please reset if possible hi morris the sound on the tv does not seem to work, any suggestions?"
1937304766,"dear nathan, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. hi good morning. thank you for the stay. we are locking up now. will return the key to the front desk  hi johan, hope you well. we would like to use your property for the night. we will be checking in around 6 yeah just 2 people and cool will check out before 10 tomorrow morning, thanks dear nathan, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, r100 per hour is charged either way, subject to confirmation. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 21, 2024 by 10h00. wi-fi details: 407 password: barracks112023 safe travels, johan. hi nathan, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 use the property for accommodation purposes for a maximum of two people?"
1937414205,"dear sands, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 24, 2024 by 11h00. wi-fi details: 402 password: barracks112023 safe travels, johan. hi sands, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 dear sands, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. thanks 1 sec staycation"
1937436287,"hi johan, its my partners 30th birthday and our previous booking was a complete fail. can you urgently assist me? thank you so much i truly appreciate it dear cleo, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. 1 sec noted with pleasure, enjoy! thank you. will do dear cleo, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 21, 2024 by 11h00. wi-fi details: 411 password: barracks112023 safe travels, johan. hi cleo, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309"
1937462717,"hi carron, they will send you a reminder shortly. thanks for your stay. chat soon, johan. hi carron, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 dear carron, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. can i take you to dinner on the 25th? dear carron, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 25, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 25, 2024 from 15h00. check-out: sep 26, 2024 by 11h00. wi-fi details: 402 password: barracks112023 safe travels, johan. i have tried for the 25th... too quick, you are. hey johan room with a view was ab fab. five star rating for the entire experience. how do i rate it? dear carron, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. secure covered parking is available to be arranged at reception at r125 per night. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 25, 2024 from 15h00. check-out: sep 26, 2024 by 11h00. wi-fi details: 402, barracks112023 safe travels, johan."
1937490757,"dear sibongiseni, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 21, 2024 by 11h00. wi-fi details: 420 password: barracks112023 safe travels, johan. hi sibongiseni, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 smoking is prohibited at the barracks, do you understand? dear sibongiseni, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. yes we are all good hello hi, please check your last review and provide some further info please.. okay going to accept you. if you smoke they will charge me r1000, r500 for cleaning and a r500 fine. i in turn will have to claim from airbnb who will claim from you. it will take your rating significantly lower. so we all good? okay my last review was a host that was lying about something that didn’t happen and wanted money . you can check my other reviews and see i am a honesty and clean person hi... just checking availability... 1 sec yes i do understand that"
1937506627,"dear ebube, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear ebube, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 23, 2024 by 11h00. wi-fi details: 303 password: barracks112023 safe travels, johan. hi ebube, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309"
1937525221,"http://airbnb.co.za/h/cityview312 okay cool thanks room under maintenance... checking is it the same prices? cheaper... i'll cancel here then you do that one  hi sevie....unfortunately 317 is currently under maintenance....can i offer you something else... hi jonah, my partner and i have a function to attend tomorrow morning so this was perfect and central for us. i see it’s 955 let’s get it"
1937538203,"1 sec hi johan , i’ll be visiting for a little staycation dear zoe, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 11h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear zoe, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on oct 2, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: oct 2, 2024 from 15h00. check-out: oct 4, 2024 by 11h00. wi-fi details: 400 password: barracks112023 safe travels, johan. dear zoe, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception who will hand you your keys upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a secutiy deposit upon check-in for airbnb guests. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. secure covered parking is available to be arranged at reception at r125 per night. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: oct 2, 2024 from 15h00. check-out: oct 4, 2024 by 11h00. wi-fi details: 400, barracks112023 safe travels, johan. hi zoe, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309"
1937542121,"hi sevie, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 dear sevie, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 21, 2024 by 11h00. wi-fi details: 312 password: barracks112023 safe travels, johan. hi... hi johan, me again thank you dear sevie, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan."
1937550707,"hello johan i hope you are doing well. can you give me a specific timeframe to respond to me on this matter? okay thanks... hi, yes, i was still setting up the pricing when she booked, it is a new listing, and i hadn't gotten to december, wheb the booking came through... auto accept was also on, which i have switched off.. the rate at which she booked is not acceptable by the property owner... apologies. i will close this case now and when you are able to respond to us and confirm, you can contact us again. ok, but are you able to give me confirmation whether you agree to cancel the reservation or not? because the guest is waiting to get resolution hi johan. ich hoffe, es geht ihnen gut. this is mohamed m. from airbnb's community support team. i am contacting you regarding the reservation of isolde, who will check in on 4 december. have you told the guest that she must cancel the reservation? please let me know if there is a problem with your listing. no problem, i understand the situation, but i must tell you that if i cancel your reservation you will be charged a cancellation fee, your calendar will be blocked and your chance of becoming a super host will be affected. i'm not in a position to make that call, as i'm not the property owner. this client understands the reason why she got quoted 1/3 of a market related price. i cannot resolve this without your guests cancellation. i know....i may have to pay the difference, but the owner is overseas and i will chat to him in oct, when he is back... hi johan, i hope you're doing well. this is to let you know that i have conveyed your concern about the listing to the guest and the guest has gone ahead and canceled the reservation. i hope you can see the status as well. so, you can ease with regard to the reservation and cancellation. thank you for being a part of airbnb community, wish you happy hosting. regards, airbnb support. october 9, 13h00. ok, thank you very much."
1937553396,"would you mind calling reception? hi anique, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 dear anique, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear anique, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 20, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 20, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 321 password: barracks112023 safe travels, johan. hi johan, i just checked in and the room is quite dirty hi johan. yay! graat... gave *great! 🥂 i did contact them , thank you. they have me a new apartment"
1937652281,"hey johan, please send me the check in details sorry i just only moved from a different aprt from joburg. tryna check in immediately."
1937654455,hello am coming
1937661242,"reception is closed. hi johan, i’ll be here for visiting"
1937674821,"yes but so does booking-com and all the others... hi, can i come back to you tomorrow, i need to check availability, but i'm kaput, till the morning... ☺️will let you know how everything goes hey johan! i hope you're well. my boyfriend and l are young adults exploring different parts of cape town when we stumbled upon your listing and thought it was really cozy. thank you for opening up your home to us xx hii hi nandipha, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 ohhh!!! okay cool beans we're gonna check in soon it says it's available on the app? dear nandipha, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear nandipha, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 407 password: barracks112023 safe travels, johan."
1937736784,"hi johan, staying 2 nights in the city before i fly out back to dubai."
1937823899,"hello can i check in now ? room occupied. you need to contact airbnb support...airbnb has your funds...we only receive it a week later, if the booking was successful. i would like a refund as soon as possible thank you regard we've had a cancellation....still looking?"
1938051908,"hello. i want to book this. is it available today. i want to book it if i can come there asap hi yaseen, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 needs your id... dear yaseen, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 307 password: barracks112023 safe travels, johan. ok .let me know so can book it. il be there by 3pm dear yaseen, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. check in is only at 15h00. just checking availability... it's available..."
1938067027,"hi rasaq, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 ok dear rasaq, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. alright okay... cool just checking availability... yes, i wanna take 507 ok read 507 hello i’ll be here for visiting dear rasaq, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 506 password: barracks112023 safe travels, johan. sorry 506 taken but 507 is available... same size, decor.."
1938073270,"click trips and select the trip you want to change under reservation details, click change reservation change the dates of your stay and click save review your changes and then click send request it's r500 for early check-ins, you have to call them... maybe you can send me a request instead can you book on this link... would an early check in be possible coz i’m landing from joburg in a bit ohh that’s sucks okay thanks johan hi johan. how are you ? would love to stay at your property ok thanks for accepting johan please do i would really appreciate that dear tapiwa, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. hi, 1 sec.... let me see if they are willing to move to another room.. hi johan just checking availability... 1 sec hi johan did you get my booking ? it’s still showing as though the place is booked already i actually would like to extend my stay for another night okay thanks johan oh no, we have a check-in later... okay dear tapiwa, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 501 password: barracks112023 safe travels, johan. hi tapiwa, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309 1 sec okay you can extend.... http://airbnb.co.za/h/cityview514 okay thank you johan"
1938093093,"dear kohl, you are scheduled for check-out at 11h00 today. should you want to extend your stay, please message me to check room availability. later departures can be arranged at your convenience, by calling reception +27 64 816 6715. r500 is charged for departures after 12h00 and the full rate is charged for after 15h00 departures, subject to confirmation by the barracks. your assistance is appreciated. many thanks, johan. dear kohl, your airbnb booking is confirmed. upon arrival at 50 bree street, the barracks, proceed to the tpf reception on sep 21, 2024 from 3:00 pm who will hand you your keys, upon identification. should you want to extend your stay simply do it on airbnb, subject to availability. the barracks do not require a security deposit upon check-in for airbnb guests. secure covered parking can be arranged at reception at r125 per night or we can process your parking upfront via the airbnb app. early check-ins and later departures can be arranged at your convenience, by calling reception - +27 64 816 6715. r500 is charged either way, subject to confirmation by the barracks. hairdryers, irons and items that require safe storage can be arranged with reception. trip summary: check-in: sep 21, 2024 from 15h00. check-out: sep 22, 2024 by 11h00. wi-fi details: 302 password: barracks112023 safe travels, johan. good day trust all is well 1 guest. hi kohl, if you need more info about the area, restaurants or activities, please look at the guidebook link below. you're welcome to contact me at any time for any further questions. safe travels, johan. www.airbnb.com/s/guidebooks?refinement_paths%5b%5d=/guidebooks/5931309"
1938111078,"says awaiting guest id..... can't keep it until the booking is made & paid for.... ok perfect. we have made the booking and payment, can you confirm? same... says 'request withdrawn' on my side.... 420 is still available.... sorry, im not sure why it's saying i cancelled my request to book?? yes sorry i realized the id was expired, so i've sent pictures of my other one so just waiting for that to be processed oh ok, so it's still processing the id we just passed sedgefield so if you don't mind just keeping the apartment for us, will see you later :) hi johan, me and my girlfriend will be staying the night, we will arrive between 6.30 - 7pm tonight as we are driving in from pe thank you :) yup.... is it different or the same as the one in the pictures ? is 420 the unit number? ok. i will just double check everything is in order"
1938121286,"do you mind sending me your cell number? sure no problem sorry i am still just strying to cancel the booking jatroskie at google mail dot com i have sent you and email (dani and jeff) with my number can you send me your bank details too please, and i will email you pop you can cancel and do a bnk xfer if you want.... okay, it says awaiting id.... ok email your phone number... sorry the id story is bit of a hassle yup... ok, you mean we can eft you now directly to secure the booking? hi there, we will be staying 1 night"
